StartTime: 2020-02-26 21:34:08.917
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
0x50	21:38:04.550	-1.0034	0.9819	1.1387	0.0000	0.0000	0.0000	44.5331	33.2062	23.5327	-27.9600 
0x50	21:38:04.570	-1.0029	0.9814	1.1382	0.0000	0.0000	0.0000	44.4562	33.2172	23.5327	-27.9600 
0x50	21:38:04.595	-1.0034	0.9814	1.1392	0.0000	0.0000	0.0000	44.3848	33.2281	23.5327	-27.9700 
0x50	21:38:04.595	-1.0034	0.9814	1.1392	0.0000	0.0000	0.0000	44.3134	33.2336	23.5327	-27.9700 
0x50	21:38:04.619	-1.0039	0.9814	1.1396	0.0000	0.0000	0.0000	44.1705	33.2556	23.5327	-27.9800 
0x50	21:38:04.663	-1.0039	0.9810	1.1396	0.0000	0.0000	0.0000	44.1705	33.2556	23.5327	-28.0000 
0x50	21:38:04.674	-1.0044	0.9805	1.1392	0.0000	0.0000	0.0000	44.0991	33.2666	23.5327	-27.9900 
0x50	21:38:04.695	-1.0034	0.9819	1.1392	0.0000	0.0000	0.0000	44.0332	33.2721	23.5327	-27.9700 
0x50	21:38:04.695	-1.0034	0.9819	1.1392	0.0000	0.0000	0.0000	43.9673	33.2831	23.5327	-27.9700 
0x50	21:38:04.745	-1.0034	0.9819	1.1382	0.0000	0.0000	0.0000	43.8409	33.2996	23.5327	-27.9900 
0x50	21:38:04.745	-1.0034	0.9819	1.1382	0.0000	0.0000	0.0000	43.8409	33.2996	23.5327	-27.9900 
0x50	21:38:04.779	-1.0039	0.9819	1.1382	0.0000	0.0000	0.0000	43.7805	33.3051	23.5327	-27.9900 
0x50	21:38:04.779	-1.0039	0.9819	1.1382	0.0000	0.0000	0.0000	43.7201	33.3160	23.5327	-27.9900 
0x50	21:38:04.815	-1.0044	0.9805	1.1382	0.0000	0.0000	0.0000	43.6652	33.3270	23.5327	-27.9500 
0x50	21:38:04.815	-1.0044	0.9805	1.1382	0.0000	0.0000	0.0000	43.5498	33.3435	23.5327	-27.9500 
0x50	21:38:04.893	-1.0039	0.9814	1.1387	0.0000	0.0000	0.0000	43.5498	33.3435	23.5327	-27.9400 
0x50	21:38:04.894	-1.0039	0.9819	1.1387	0.0000	0.0000	0.0000	43.4949	33.3490	23.5327	-27.9600 
0x50	21:38:04.894	-1.0034	0.9824	1.1382	0.0000	0.0000	0.0000	43.4399	33.3545	23.5327	-27.9800 
0x50	21:38:04.925	-1.0034	0.9814	1.1387	0.0000	0.0000	0.0000	43.3850	33.3655	23.5327	-27.9600 
0x50	21:38:04.925	-1.0034	0.9814	1.1387	0.0000	0.0000	0.0000	43.2806	33.3765	23.5327	-27.9600 
0x50	21:38:04.946	-1.0034	0.9810	1.1387	0.0000	0.0000	0.0000	43.2806	33.3765	23.5327	-27.9500
