StartTime: 2020-02-13 11:06:50.004
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°) 
0x50	11:51:50.445	0.0000	-0.0117	1.0039	0.0000	0.1831	-0.3052	-0.6812	-0.0110	0.0000	23.6589 
0x50	11:51:50.476	0.0010	-0.0098	1.0054	0.0000	0.3662	-0.2441	-0.6757	-0.0055	0.0000	23.6619 
0x50	11:51:50.507	-0.0005	-0.0127	1.0049	0.0000	0.0000	0.4272	-0.6757	0.0000	0.0000	23.6678 
0x50	11:51:50.507	-0.0005	-0.0127	1.0049	0.0000	0.0000	0.4272	-0.6757	-0.0055	0.0000	23.6678 
0x50	11:51:50.523	-0.0010	-0.0146	1.0034	0.0000	-0.3052	0.3662	-0.6757	-0.0055	0.0000	23.6619 
0x50	11:51:50.616	-0.0010	-0.0127	1.0049	0.1831	-0.2441	0.0000	-0.6757	-0.0110	0.0000	23.6678 
0x50	11:51:50.616	-0.0005	-0.0122	1.0039	0.2441	-0.2441	0.0000	-0.6702	-0.0110	0.0000	23.6648 
0x50	11:51:50.616	-0.0005	-0.0122	1.0039	0.1831	-0.1831	0.1831	-0.6702	-0.0165	0.0000	23.6648 
0x50	11:51:50.616	-0.0005	-0.0117	1.0024	0.0000	0.0000	0.3052	-0.6702	-0.0165	0.0000	23.6619 
0x50	11:51:50.632	-0.0005	-0.0142	1.0024	-0.3052	0.3052	0.0000	-0.6812	-0.0055	0.0000	23.6589 
0x50	11:51:50.647	-0.0010	-0.0146	1.0044	-0.3052	0.3052	0.0000	-0.6812	-0.0055	0.0000	23.6619 
0x50	11:51:50.679	-0.0005	-0.0122	1.0044	0.0000	0.0000	0.0000	-0.6866	-0.0055	0.0000	23.6678 
0x50	11:51:50.679	-0.0005	-0.0122	1.0044	0.2441	0.0000	-0.3662	-0.6866	-0.0055	0.0000	23.6678 
0x50	11:51:50.710	-0.0010	-0.0117	1.0039	0.2441	0.0000	-0.3662	-0.6812	0.0000	0.0000	23.6648 
0x50	11:51:50.725	0.0005	-0.0093	1.0034	-0.3052	0.2441	0.0000	-0.6757	0.0000	0.0000	23.6648 
0x50	11:51:50.803	0.0015	-0.0068	1.0054	-0.3052	0.2441	0.0000	-0.6757	0.0000	0.0000	23.6589 
0x50	11:51:50.803	0.0010	-0.0103	1.0078	-0.1831	0.0000	0.4883	-0.6757	0.0000	0.0000	23.6648 
0x50	11:51:50.803	-0.0010	-0.0151	1.0034	0.1831	-0.5493	0.4883	-0.6757	-0.0055	0.0000	23.6560 
0x50	11:51:50.819	0.0000	-0.0117	1.0034	0.4883	-0.3662	-0.6714	-0.6647	-0.0220	0.0000	23.6648 
0x50	11:51:50.819	0.0000	-0.0117	1.0034	0.4883	-0.3662	-0.6714	-0.6647	-0.0220	0.0000	23.6648 
0x50	11:51:50.850	0.0010	-0.0078	0.9995	0.3662	-0.3052	-0.7324	-0.6592	-0.0275	0.0000	23.6707 
0x50	11:51:50.881	0.0015	-0.0073	1.0005	-0.1831	0.2441	-0.2441	-0.6537	-0.0275	0.0000	23.6707 
0x50	11:51:50.897	0.0000	-0.0151	1.0044	-0.5493	0.4272	0.3662	-0.6592	-0.0165	0.0000	23.6707 
0x50	11:51:50.897	0.0000	-0.0151	1.0044	-0.2441	0.2441	0.0000	-0.6812	0.0000	0.0000	23.6707 
0x50	11:51:51.006	-0.0010	-0.0156	1.0044	-0.2441	0.2441	0.0000	-0.6812	0.0000	0.0000	23.6707 
0x50	11:51:51.006	0.0000	-0.0137	1.0054	0.1831	0.0000	-0.3052	-0.6866	0.0000	0.0000	23.6736 
0x50	11:51:51.006	0.0000	-0.0112	1.0044	0.3052	-0.1831	-0.4272	-0.6812	-0.0055	0.0000	23.6678 
0x50	11:51:51.006	0.0015	-0.0073	1.0049	-0.1831	0.0000	0.3052	-0.6702	-0.0055	0.0000	23.6707 
0x50	11:51:51.006	0.0015	-0.0073	1.0049	-0.1831	0.0000	0.3052	-0.6702	-0.0055	0.0000	23.6707 
0x50	11:51:51.022	0.0005	-0.0112	1.0059	-0.2441	0.0000	0.7935	-0.6757	-0.0055	0.0000	23.6736 
0x50	11:51:51.053	-0.0024	-0.0161	1.0034	0.0000	-0.2441	0.6714	-0.6757	-0.0055	0.0000	23.6736 
0x50	11:51:51.069	-0.0005	-0.0142	1.0044	0.0000	0.0000	-0.3662	-0.6812	-0.0055	0.0000	23.6707 
0x50	11:51:51.069	-0.0005	-0.0142	1.0044	0.0000	0.0000	-0.3662	-0.6866	-0.0055	0.0000	23.6707 
0x50	11:51:51.100	0.0020	-0.0098	1.0063	0.2441	0.0000	-0.3662	-0.6702	-0.0110	0.0000	23.6707 
0x50	11:51:51.193	0.0005	-0.0088	1.0078	0.2441	-0.2441	0.0000	-0.6702	-0.0110	0.0000	23.6678 
0x50	11:51:51.193	-0.0005	-0.0107	1.0039	0.2441	-0.4883	0.3662	-0.6647	-0.0165	0.0000	23.6648 
0x50	11:51:51.193	-0.0015	-0.0132	1.0015	0.0000	-0.3052	0.3662	-0.6647	-0.0220	0.0000	23.6648 
0x50	11:51:51.209	-0.0005	-0.0132	1.0063	0.0000	0.0000	0.0000	-0.6647	-0.0220	0.0000	23.6648 
0x50	11:51:51.209	-0.0005	-0.0132	1.0063	0.0000	0.0000	0.0000	-0.6702	-0.0220	0.0000	23.6648 
0x50	11:51:51.225	-0.0005	-0.0122	1.0049	0.1831	0.0000	0.0000	-0.6592	-0.0220	0.0000	23.6678 
0x50	11:51:51.256	0.0000	-0.0103	1.0029	0.0000	0.0000	0.0000	-0.6592	-0.0220	0.0000	23.6678 
0x50	11:51:51.271	0.0005	-0.0093	1.0034	-0.2441	0.0000	0.0000	-0.6592	-0.0220	0.0000	23.6678 
0x50	11:51:51.303	-0.0020	-0.0146	1.0029	-0.3052	0.3052	0.2441	-0.6702	-0.0165	0.0000	23.6648 
0x50	11:51:51.303	-0.0020	-0.0146	1.0029	-0.1831	0.4272	-0.3052	-0.6812	0.0000	0.0000	23.6648 
0x50	11:51:51.396	-0.0015	-0.0127	1.0029	-0.1831	0.4272	-0.3052	-0.6812	0.0000	0.0000	23.6678 
0x50	11:51:51.396	0.0000	-0.0088	1.0039	-0.1831	0.4272	-0.3662	-0.6812	0.0055	0.0000	23.6648 
0x50	11:51:51.396	0.0010	-0.0103	1.0039	-0.2441	0.3052	0.0000	-0.6812	0.0110	0.0000	23.6707 
0x50	11:51:51.396	0.0010	-0.0103	1.0039	-0.2441	0.1831	0.3662	-0.6866	0.0165	0.0000	23.6707 
0x50	11:51:51.396	0.0000	-0.0137	1.0044	-0.2441	0.1831	0.3662	-0.6921	0.0165	0.0000	23.6736 
0x50	11:51:51.459	0.0000	-0.0146	1.0044	0.1831	0.0000	-0.1831	-0.6976	0.0165	0.0000	23.6736 
0x50	11:51:51.459	0.0000	-0.0146	1.0044	0.1831	0.0000	-0.1831	-0.6976	0.0165	0.0000	23.6736 
0x50	11:51:51.474	0.0010	-0.0127	1.0039	0.3662	-0.1831	-0.3662	-0.6921	0.0165	0.0000	23.6707 
0x50	11:51:51.505	0.0010	-0.0103	1.0034	0.3052	0.0000	-0.2441	-0.6812	0.0110	0.0000	23.6736 
0x50	11:51:51.599	-0.0005	-0.0127	1.0024	0.0000	0.0000	0.3662	-0.6812	0.0110	0.0000	23.6648 
0x50	11:51:51.599	-0.0005	-0.0127	1.0024	0.0000	0.0000	0.3662	-0.6812	0.0110	0.0000	23.6648 
0x50	11:51:51.599	-0.0015	-0.0156	1.0024	-0.3052	0.2441	0.3052	-0.6866	0.0110	0.0000	23.6678 
0x50	11:51:51.599	-0.0010	-0.0142	1.0029	-0.3662	0.4883	0.0000	-0.6976	0.0220	0.0000	23.6707 
0x50	11:51:51.599	-0.0005	-0.0132	1.0044	-0.2441	0.6104	-0.4272	-0.7031	0.0330	0.0000	23.6648 
0x50	11:51:51.630	0.0010	-0.0088	1.0073	0.0000	0.2441	-0.2441	-0.7086	0.0439	0.0000	23.6619 
0x50	11:51:51.630	0.0010	-0.0088	1.0073	0.0000	0.2441	-0.2441	-0.6976	0.0494	0.0000	23.6619 
0x50	11:51:51.646	0.0005	-0.0088	1.0024	0.0000	0.0000	0.2441	-0.6976	0.0494	0.0000	23.6678 
0x50	11:51:51.677	0.0000	-0.0112	1.0034	-0.4272	0.3662	0.4272	-0.7031	0.0549	0.0000	23.6648 
0x50	11:51:51.708	0.0000	-0.0122	1.0068	0.0000	0.2441	0.0000	-0.7141	0.0604	0.0000	23.6619 
0x50	11:51:51.708	0.0000	-0.0122	1.0068	0.0000	0.2441	0.0000	-0.7141	0.0659	0.0000	23.6619 
0x50	11:51:51.724	0.0005	-0.0103	1.0078	0.1831	0.0000	0.0000	-0.7141	0.0659	0.0000	23.6648 
0x50	11:51:51.755	0.0010	-0.0093	1.0088	0.4272	-0.6104	0.4272	-0.7031	0.0549	0.0000	23.6707 
0x50	11:51:51.833	-0.0015	-0.0142	1.0034	0.5493	-1.0376	0.7935	-0.6921	0.0330	0.0000	23.6707 
0x50	11:51:51.833	-0.0024	-0.0166	1.0000	0.0000	0.0000	-0.2441	-0.6921	0.0220	0.0000	23.6707 
0x50	11:51:51.833	-0.0024	-0.0166	1.0000	0.0000	0.0000	-0.2441	-0.7031	0.0330	0.0000	23.6707 
0x50	11:51:51.833	-0.0005	-0.0132	1.0034	-0.2441	0.6104	-0.7324	-0.7031	0.0330	0.0000	23.6707 
0x50	11:51:51.849	0.0010	-0.0122	1.0073	-0.1831	0.6714	-0.8545	-0.7086	0.0439	0.0000	23.6707 
0x50	11:51:51.880	0.0010	-0.0103	1.0059	0.0000	-0.2441	0.1831	-0.7031	0.0494	0.0000	23.6707 
0x50	11:51:51.880	0.0010	-0.0103	1.0059	0.0000	-0.2441	0.1831	-0.7031	0.0439	0.0000	23.6707 
0x50	11:51:51.895	-0.0005	-0.0122	1.0039	0.0000	-0.3662	0.4883	-0.7031	0.0330	0.0000	23.6648 
0x50	11:51:51.927	-0.0024	-0.0161	1.0020	0.0000	-0.2441	0.4272	-0.7031	0.0330	0.0000	23.6648 
0x50	11:51:52.020	-0.0044	-0.0181	0.9990	0.0000	0.0000	0.0000	-0.7086	0.0330	0.0000	23.6619 
0x50	11:51:52.020	0.0015	-0.0098	1.0063	-0.4272	0.7324	-0.6104	-0.7196	0.0494	0.0000	23.6736 
0x50	11:51:52.020	0.0015	-0.0098	1.0063	-0.3662	0.7324	-0.6104	-0.7251	0.0604	0.0000	23.6736 
0x50	11:51:52.020	0.0000	-0.0127	1.0029	0.0000	0.0000	0.0000	-0.7251	0.0659	0.0000	23.6736 
0x50	11:51:52.020	0.0000	-0.0127	1.0029	0.0000	0.0000	0.0000	-0.7251	0.0659	0.0000	23.6736 
0x50	11:51:52.051	-0.0010	-0.0127	1.0024	0.0000	0.0000	0.0000	-0.7251	0.0659	0.0000	23.6795 
0x50	11:51:52.051	-0.0010	-0.0127	1.0024	-0.2441	0.3662	-0.1831	-0.7306	0.0714	0.0000	23.6795 
0x50	11:51:52.098	0.0005	-0.0093	1.0068	-0.2441	0.4883	-0.3052	-0.7361	0.0769	0.0000	23.6795 
0x50	11:51:52.098	0.0005	-0.0093	1.0068	0.0000	0.0000	0.0000	-0.7306	0.0769	0.0000	23.6795 
0x50	11:51:52.129	0.0000	-0.0093	1.0068	0.0000	0.0000	0.0000	-0.7306	0.0769	0.0000	23.6825 
0x50	11:51:52.207	-0.0024	-0.0122	1.0034	0.0000	0.0000	0.1831	-0.7251	0.0769	0.0000	23.6795 
0x50	11:51:52.207	-0.0024	-0.0142	1.0039	0.0000	0.3052	-0.2441	-0.7306	0.0824	0.0000	23.6766 
0x50	11:51:52.207	-0.0024	-0.0142	1.0039	0.0000	0.3052	-0.2441	-0.7361	0.0989	0.0000	23.6766 
0x50	11:51:52.207	-0.0005	-0.0127	1.0044	0.0000	0.4272	-0.6714	-0.7361	0.0989	0.0000	23.6766 
0x50	11:51:52.223	0.0010	-0.0107	1.0054	0.0000	0.3662	-0.7935	-0.7361	0.1044	0.0000	23.6766 
0x50	11:51:52.254	0.0015	-0.0088	1.0073	0.0000	0.3662	-0.5493	-0.7306	0.1099	0.0000	23.6795 
0x50	11:51:52.270	0.0005	-0.0098	1.0059	0.0000	0.2441	-0.1831	-0.7251	0.1099	0.0000	23.6736 
0x50	11:51:52.301	0.0000	-0.0117	1.0059	0.0000	0.1831	0.0000	-0.7251	0.1099	0.0000	23.6707 
0x50	11:51:52.301	0.0000	-0.0117	1.0059	0.0000	0.1831	0.0000	-0.7251	0.1099	0.0000	23.6707 
0x50	11:51:52.410	0.0000	-0.0112	1.0073	0.0000	0.0000	0.0000	-0.7251	0.1099	0.0000	23.6678 
0x50	11:51:52.410	0.0005	-0.0098	1.0054	0.3662	-0.2441	0.0000	-0.7141	0.1044	0.0000	23.6766 
0x50	11:51:52.410	-0.0005	-0.0093	1.0034	0.3052	-0.3052	0.0000	-0.7031	0.0989	0.0000	23.6707 
0x50	11:51:52.410	-0.0005	-0.0093	1.0034	0.0000	-0.1831	0.3662	-0.6976	0.0879	0.0000	23.6707 
0x50	11:51:52.410	-0.0015	-0.0112	1.0039	0.0000	-0.1831	0.3662	-0.6976	0.0879	0.0000	23.6736 
0x50	11:51:52.426	-0.0020	-0.0142	1.0034	0.0000	0.0000	0.2441	-0.6976	0.0879	0.0000	23.6736 
0x50	11:51:52.457	0.0000	-0.0112	1.0068	0.0000	0.2441	-0.2441	-0.7031	0.0879	0.0000	23.6736 
0x50	11:51:52.457	0.0000	-0.0112	1.0068	0.0000	0.2441	-0.2441	-0.7031	0.0934	0.0000	23.6736 
0x50	11:51:52.473	0.0010	-0.0088	1.0063	0.0000	0.0000	0.0000	-0.6976	0.0879	0.0000	23.6736 
0x50	11:51:52.504	0.0010	-0.0098	1.0068	0.0000	0.0000	0.0000	-0.6976	0.0879	0.0000	23.6736 
0x50	11:51:52.597	-0.0010	-0.0117	1.0039	0.1831	-0.2441	0.0000	-0.6921	0.0824	0.0000	23.6736 
0x50	11:51:52.597	-0.0015	-0.0127	1.0029	0.1831	0.0000	0.0000	-0.6866	0.0824	0.0000	23.6825 
0x50	11:51:52.597	0.0015	-0.0088	1.0063	0.0000	0.3052	-0.3052	-0.6866	0.0824	0.0000	23.6825 
0x50	11:51:52.597	0.0015	-0.0088	1.0063	0.0000	0.3052	-0.3052	-0.6866	0.0879	0.0000	23.6825 
0x50	11:51:52.597	0.0015	-0.0078	1.0093	-0.1831	0.0000	0.1831	-0.6812	0.0824	0.0000	23.6795 
0x50	11:51:52.629	0.0000	-0.0117	1.0063	0.0000	-0.2441	0.5493	-0.6812	0.0824	0.0000	23.6854 
0x50	11:51:52.660	-0.0010	-0.0156	1.0049	0.0000	-0.3662	0.5493	-0.6812	0.0714	0.0000	23.6825 
0x50	11:51:52.675	-0.0010	-0.0137	1.0044	0.1831	-0.2441	0.0000	-0.6866	0.0659	0.0000	23.6795 
0x50	11:51:52.675	-0.0010	-0.0137	1.0044	0.2441	0.0000	-0.2441	-0.6812	0.0659	0.0000	23.6795 
0x50	11:51:52.722	0.0000	-0.0093	1.0039	0.0000	0.0000	-0.2441	-0.6757	0.0659	0.0000	23.6795 
0x50	11:51:52.722	0.0000	-0.0093	1.0039	0.0000	0.0000	-0.2441	-0.6757	0.0659	0.0000	23.6795 
0x50	11:51:52.753	0.0005	-0.0078	1.0054	-0.1831	0.1831	0.0000	-0.6757	0.0659	0.0000	23.6766 
0x50	11:51:52.863	-0.0010	-0.0127	1.0049	-0.2441	0.1831	0.2441	-0.6757	0.0714	0.0000	23.6736 
0x50	11:51:52.863	-0.0005	-0.0142	1.0049	0.0000	0.0000	0.0000	-0.6812	0.0714	0.0000	23.6736 
0x50	11:51:52.863	-0.0005	-0.0142	1.0049	0.0000	0.0000	0.0000	-0.6866	0.0714	0.0000	23.6736 
0x50	11:51:52.863	0.0000	-0.0083	1.0054	0.0000	0.2441	-0.3052	-0.6866	0.0659	0.0000	23.6766 
0x50	11:51:52.863	0.0000	-0.0083	1.0054	0.0000	0.2441	-0.3052	-0.6812	0.0769	0.0000	23.6766 
0x50	11:51:52.878	-0.0010	-0.0098	1.0039	-0.2441	0.3662	-0.1831	-0.6812	0.0769	0.0000	23.6766 
0x50	11:51:52.894	-0.0005	-0.0117	1.0049	-0.3662	0.4883	-0.1831	-0.6866	0.0824	0.0000	23.6854 
0x50	11:51:52.956	0.0015	-0.0073	1.0073	0.0000	0.2441	-0.1831	-0.6921	0.0934	0.0000	23.6766 
0x50	11:51:52.956	0.0015	-0.0073	1.0073	0.0000	0.2441	-0.1831	-0.6866	0.0934	0.0000	23.6766 
0x50	11:51:52.972	0.0010	-0.0093	1.0073	0.1831	0.0000	0.0000	-0.6866	0.0934	0.0000	23.6736 
0x50	11:51:52.972	0.0005	-0.0098	1.0063	0.3662	-0.4272	0.3052	-0.6757	0.0824	0.0000	23.6766 
0x50	11:51:52.987	0.0005	-0.0093	1.0049	0.3662	-0.5493	0.5493	-0.6647	0.0714	0.0000	23.6736 
0x50	11:51:53.034	-0.0024	-0.0151	1.0024	0.0000	-0.2441	0.3052	-0.6647	0.0604	0.0000	23.6795 
0x50	11:51:53.034	-0.0024	-0.0151	1.0024	0.0000	-0.2441	0.3052	-0.6702	0.0604	0.0000	23.6795 
0x50	11:51:53.034	-0.0010	-0.0137	1.0034	0.0000	0.0000	0.0000	-0.6702	0.0604	0.0000	23.6825 
0x50	11:51:53.065	-0.0005	-0.0122	1.0044	0.0000	0.2441	-0.4883	-0.6702	0.0604	0.0000	23.6795 
0x50	11:51:53.097	0.0015	-0.0093	1.0044	0.0000	0.2441	-0.4272	-0.6702	0.0659	0.0000	23.6825 
0x50	11:51:53.112	0.0000	-0.0127	1.0068	0.0000	0.2441	0.0000	-0.6647	0.0659	0.0000	23.6972 
0x50	11:51:53.112	0.0000	-0.0127	1.0068	0.0000	0.0000	0.1831	-0.6702	0.0659	0.0000	23.6972 
0x50	11:51:53.175	-0.0005	-0.0142	1.0063	0.0000	0.0000	0.1831	-0.6702	0.0659	0.0000	23.6854 
0x50	11:51:53.190	-0.0015	-0.0156	1.0049	0.2441	-0.1831	0.0000	-0.6757	0.0659	0.0000	23.6884 
0x50	11:51:53.190	-0.0010	-0.0142	1.0029	0.2441	0.0000	-0.3052	-0.6702	0.0659	0.0000	23.6884 
0x50	11:51:53.221	0.0010	-0.0093	1.0063	0.0000	0.3662	-0.2441	-0.6702	0.0659	0.0000	23.6825 
0x50	11:51:53.221	0.0010	-0.0093	1.0063	0.0000	0.3662	-0.2441	-0.6702	0.0714	0.0000	23.6825 
0x50	11:51:53.237	0.0020	-0.0088	1.0068	-0.2441	0.0000	0.1831	-0.6702	0.0714	0.0000	23.6854 
0x50	11:51:53.268	0.0005	-0.0137	1.0063	0.0000	-0.1831	0.5493	-0.6702	0.0659	0.0000	23.6854 
0x50	11:51:53.299	-0.0010	-0.0151	1.0054	0.3052	-0.4883	0.3662	-0.6702	0.0604	0.0000	23.6795 
0x50	11:51:53.315	-0.0015	-0.0151	1.0034	0.5493	-0.6104	0.0000	-0.6647	0.0494	0.0000	23.6795 
0x50	11:51:53.346	-0.0005	-0.0112	1.0029	0.2441	-0.3052	-0.1831	-0.6537	0.0385	0.0000	23.6766 
0x50	11:51:53.346	-0.0005	-0.0112	1.0029	0.2441	-0.3052	-0.1831	-0.6482	0.0275	0.0000	23.6766 
0x50	11:51:53.393	-0.0005	-0.0117	1.0024	0.0000	0.0000	0.0000	-0.6482	0.0275	0.0000	23.6736 
0x50	11:51:53.409	0.0000	-0.0127	1.0049	-0.2441	0.0000	0.1831	-0.6537	0.0275	0.0000	23.6766 
0x50	11:51:53.424	-0.0020	-0.0137	1.0044	0.0000	0.0000	0.1831	-0.6592	0.0275	0.0000	23.6825 
0x50	11:51:53.424	-0.0020	-0.0137	1.0044	0.0000	0.0000	-0.1831	-0.6592	0.0275	0.0000	23.6825 
0x50	11:51:53.440	-0.0015	-0.0122	1.0039	0.0000	0.0000	-0.1831	-0.6592	0.0275	0.0000	23.6825 
0x50	11:51:53.471	0.0005	-0.0112	1.0039	0.0000	0.0000	-0.3662	-0.6592	0.0275	0.0000	23.6766 
0x50	11:51:53.487	0.0010	-0.0107	1.0034	0.0000	0.0000	-0.3662	-0.6592	0.0275	0.0000	23.6766 
0x50	11:51:53.518	0.0000	-0.0132	1.0049	0.0000	0.0000	0.0000	-0.6592	0.0275	0.0000	23.6825 
0x50	11:51:53.518	0.0000	-0.0132	1.0049	0.0000	0.0000	0.0000	-0.6592	0.0275	0.0000	23.6825 
0x50	11:51:53.549	-0.0010	-0.0146	1.0024	0.0000	0.0000	0.0000	-0.6592	0.0275	0.0000	23.6795 
0x50	11:51:53.565	0.0005	-0.0117	1.0044	0.0000	0.0000	-0.3052	-0.6592	0.0275	0.0000	23.6766 
0x50	11:51:53.611	0.0015	-0.0098	1.0054	0.2441	-0.1831	-0.2441	-0.6537	0.0220	0.0000	23.6825 
0x50	11:51:53.611	-0.0005	-0.0117	1.0020	0.2441	-0.4883	0.1831	-0.6482	0.0110	0.0000	23.6854 
0x50	11:51:53.611	-0.0005	-0.0117	1.0020	0.2441	-0.4883	0.1831	-0.6427	0.0000	0.0000	23.6854 
0x50	11:51:53.643	-0.0010	-0.0122	1.0020	0.0000	-0.1831	0.0000	-0.6427	0.0000	0.0000	23.6766 
0x50	11:51:53.674	-0.0005	-0.0112	1.0024	0.0000	0.0000	0.0000	-0.6427	0.0000	0.0000	23.6795 
0x50	11:51:53.689	0.0005	-0.0098	1.0049	0.0000	0.0000	-0.1831	-0.6427	0.0000	0.0000	23.6913 
0x50	11:51:53.689	0.0005	-0.0098	1.0049	0.0000	-0.1831	0.0000	-0.6427	0.0000	0.0000	23.6913 
0x50	11:51:53.721	0.0015	-0.0093	1.0049	0.0000	-0.1831	0.0000	-0.6372	0.0000	0.0000	23.6972 
0x50	11:51:53.767	0.0000	-0.0112	1.0029	0.0000	-0.3052	0.0000	-0.6372	-0.0055	0.0000	23.6942 
0x50	11:51:53.767	-0.0010	-0.0122	1.0015	0.0000	0.0000	0.0000	-0.6372	-0.0055	0.0000	23.6884 
0x50	11:51:53.799	0.0015	-0.0112	1.0063	-0.2441	0.4272	-0.1831	-0.6427	-0.0055	0.0000	23.6854 
0x50	11:51:53.799	0.0015	-0.0112	1.0063	-0.2441	0.4272	-0.1831	-0.6482	0.0000	0.0000	23.6854 
0x50	11:51:53.814	0.0000	-0.0112	1.0059	0.0000	0.0000	-0.1831	-0.6482	0.0000	0.0000	23.6884 
0x50	11:51:53.845	-0.0010	-0.0127	1.0034	0.0000	0.0000	-0.2441	-0.6427	0.0000	0.0000	23.6854 
0x50	11:51:53.861	0.0000	-0.0093	1.0029	0.0000	0.0000	-0.2441	-0.6427	0.0000	0.0000	23.6854 
0x50	11:51:53.892	0.0015	-0.0083	1.0049	0.0000	0.0000	0.0000	-0.6427	0.0000	0.0000	23.6854 
0x50	11:51:53.923	-0.0005	-0.0132	1.0039	0.0000	0.0000	0.2441	-0.6372	0.0000	0.0000	23.6884 
0x50	11:51:53.923	-0.0005	-0.0132	1.0039	0.2441	-0.3662	0.0000	-0.6427	-0.0055	0.0000	23.6884 
0x50	11:51:53.939	-0.0015	-0.0146	1.0034	0.2441	-0.3662	0.0000	-0.6427	-0.0055	0.0000	23.6942 
0x50	11:51:53.986	-0.0015	-0.0132	1.0024	0.1831	-0.3052	0.0000	-0.6372	-0.0110	0.0000	23.6913 
0x50	11:51:53.986	0.0000	-0.0112	1.0029	0.0000	0.0000	0.0000	-0.6372	-0.0110	0.0000	23.6942 
0x50	11:51:54.017	0.0010	-0.0107	1.0029	0.0000	0.0000	0.0000	-0.6372	-0.0110	0.0000	23.6913 
0x50	11:51:54.017	0.0010	-0.0107	1.0029	-0.2441	0.1831	0.0000	-0.6427	-0.0110	0.0000	23.6913 
0x50	11:51:54.048	0.0005	-0.0112	1.0044	0.0000	0.0000	0.0000	-0.6482	-0.0055	0.0000	23.6913 
0x50	11:51:54.064	-0.0005	-0.0117	1.0029	0.0000	0.0000	0.0000	-0.6482	-0.0055	0.0000	23.6972 
0x50	11:51:54.095	-0.0005	-0.0117	1.0034	0.0000	0.0000	0.0000	-0.6482	-0.0055	0.0000	23.6942 
0x50	11:51:54.111	-0.0010	-0.0093	1.0024	0.0000	0.2441	-0.3052	-0.6482	-0.0055	0.0000	23.7001 
0x50	11:51:54.111	-0.0010	-0.0093	1.0024	0.0000	0.2441	-0.3052	-0.6427	0.0055	0.0000	23.7001 
0x50	11:51:54.142	0.0000	-0.0093	1.0044	-0.1831	0.3662	0.0000	-0.6427	0.0055	0.0000	23.6972 
0x50	11:51:54.235	0.0005	-0.0093	1.0049	-0.3052	0.2441	0.0000	-0.6482	0.0055	0.0000	23.7001 
0x50	11:51:54.235	-0.0005	-0.0132	1.0044	0.0000	0.0000	0.0000	-0.6537	0.0110	0.0000	23.6942 
0x50	11:51:54.235	-0.0005	-0.0132	1.0044	0.0000	0.0000	0.0000	-0.6537	0.0110	0.0000	23.6942 
0x50	11:51:54.235	0.0000	-0.0117	1.0063	0.0000	0.0000	0.0000	-0.6537	0.0110	0.0000	23.6972 
0x50	11:51:54.251	0.0000	-0.0093	1.0063	0.3052	-0.3662	0.0000	-0.6482	0.0055	0.0000	23.6972 
0x50	11:51:54.267	0.0005	-0.0103	1.0044	0.3052	-0.6104	0.1831	-0.6427	0.0000	0.0000	23.7001 
0x50	11:51:54.298	-0.0005	-0.0127	1.0015	0.0000	-0.3662	0.1831	-0.6372	-0.0110	0.0000	23.7031 
